time,ch1,ch2,ch3
142000.0,-63.87759538733772,-62.88116523216941,-61.543459294665446
142500.0,-63.00114142224429,-61.71284033030061,-61.295580641198775
143000.0,-65.95662572314073,-62.207893254821286,-60.38033638224491
143500.0,-65.56935536647154,-64.70295999440552,-63.90784029696293
144000.0,-61.49282529626955,-61.950465734070534,-63.27860986893215
144500.0,-60.820197834686226,-61.09897470389496,-62.95446086055266
145000.0,-64.59098814962307,-64.96038751515627,-65.22350391920912
145500.0,-64.08142189084782,-64.04949013403822,-64.78494937846038
146000.0,-68.17833461140081,-67.25743308493223,-66.36755924290145
146500.0,-69.07517122684526,-68.12872623208862,-66.86331654983479
147000.0,-66.67001848542608,-67.19802673398975,-67.09212761457326
147500.0,-66.58848788402204,-67.13862038304727,-67.16839796948608
148000.0,-66.7107837861281,-67.53466272266381,-67.9311015186143
148500.0,-69.52358953456748,-68.70298762453261,-67.77856080878865
149000.0,-70.88922710808515,-69.79210405847812,-68.88448095502457
149500.0,-69.7681813387796,-69.0594257301875,-68.31245329317841
150000.0,-66.46619198191598,-66.58416110758411,-67.16839796948608
150500.0,-68.64713556947405,-66.16831665098672,-64.61334107990653
151000.0,-67.7095336533276,-67.85149659435704,-67.85483116370148
151500.0,-66.58848788402204,-66.32673358683334,-66.92051931601941
152000.0,-68.21909991210283,-68.3267474018969,-68.84634577756816
152500.0,-70.56310470246899,-69.31685325093827,-68.78914301138354
153000.0,-69.13631917789829,-68.50496645472434,-68.67473747901431
153500.0,-67.83182955543366,-67.63367330756795,-67.72135804260404
154000.0,-68.23948256245384,-67.85149659435704,-67.81669598624507
154500.0,-71.94912492633766,-67.65347542454877,-64.93749008828603
155000.0,-69.60512013597152,-68.66338339057096,-67.9501691073425
155500.0,-69.64588543667354,-69.07922784716833,-68.86541336629637
156000.0,-70.3796608493099,-69.45546806980406,-68.6556698902861
156500.0,-67.42417654841346,-67.4554542547405,-68.00737187352712
157000.0,-68.19871726175182,-67.71288177549125,-67.62602009896301
157500.0,-67.5057071498175,-66.58416110758411,-66.61543789636812
158000.0,-69.03440592614324,-68.30694528491607,-67.74042563133224
158500.0,-70.11468639474677,-68.78219609245592,-67.75949322006045
159000.0,-65.44705946436548,-64.62375152648221,-65.39511221776297
159500.0,-65.22285031050437,-65.77227431137018,-66.61543789636812
160000.0,-62.96037612154227,-64.58414729252056,-66.86331654983479
160500.0,-65.0801717580473,-65.9306912472168,-67.09212761457326
161000.0,-65.91586042243871,-65.77227431137018,-66.84424896110659
161500.0,-66.62925318472406,-66.46534840569913,-67.34000626803993
162000.0,-67.38341124771144,-66.54455687362245,-67.18746555821429
162500.0,-63.93874333839075,-64.58414729252056,-66.23408612180401
163000.0,-62.32851396066096,-63.65344779442167,-65.45231498394759
163500.0,-65.58973801682255,-64.20790706988484,-63.94597547441934
164000.0,-60.9628763871433,-63.25740545480513,-65.73832881487067
164500.0,-60.004891820645824,-61.71284033030061,-64.4798679588091
165000.0,-64.22410044330489,-64.04949013403822,-64.25105689407063
165500.0,-67.28149799595639,-65.63365949250439,-64.8230845559168
166000.0,-66.85346233858517,-65.01979386609875,-63.221407102747534
166500.0,-60.555223380123095,-61.594027628415645,-62.78285256199881
167000.0,-55.928361750443834,-58.742522783176526,-62.57310908598855
167500.0,-59.08767255485038,-61.51481916049234,-63.926907885691136
168000.0,-60.534840729772085,-61.93066361708971,-63.431150578757794
168500.0,-59.69915206538067,-61.01976623597165,-62.458703553619316
169000.0,-62.10430480679985,-61.37620434162655,-61.467188939752624
169500.0,-64.38716164611297,-62.78215464726527,-62.287095255065466
170000.0,-62.87884552013823,-61.732642447281435,-61.82947312558853
170500.0,-60.677519282229156,-61.23758952276075,-62.89725809436804
171000.0,-59.23035110730745,-60.999964118990825,-63.7934347645937
171500.0,-58.027774736597856,-57.91083386998178,-61.06676957646031
172000.0,-61.12593758995138,-61.07917258691413,-62.7447173845424
172500.0,-60.371779526964005,-60.48510907748932,-62.210824900152645
173000.0,-65.22285031050437,-63.33661392272844,-63.12606915910651
173500.0,-65.36552886296144,-63.59404144347919,-63.27860986893215
174000.0,-68.48407436666596,-65.17821080194537,-62.78285256199881
174500.0,-61.98200890469379,-61.49501704351151,-62.99259603800907
175000.0,-67.15920209385033,-65.79207642835101,-67.68322286514763
175500.0,-69.9720078422897,-69.8515104094206,-67.28280350185531
176000.0,-70.44080880036293,-70.02972946224804,-66.02434264579375
176500.0,-67.05728884209528,-67.53466272266381,-65.39511221776297
177000.0,-66.73116643647911,-66.66336957550742,-64.67054384609115
177500.0,-65.61012066717356,-64.46533459063559,-63.087933981650096
178000.0,-67.07767149244629,-66.34653570381417,-64.02224582933216
178500.0,-69.1567018282493,-66.84158862833486,-64.40359760389627
179000.0,-67.1184367931483,-65.63365949250439,-64.11758377297319
179500.0,-67.89297750648669,-66.62376534154576,-65.60485569377323
180000.0,-68.3617784645599,-66.76238016041155,-65.89086952469631
180500.0,-68.48407436666596,-66.84158862833486,-66.08154541197837
181000.0,-65.8954777720877,-65.55445102458108,-65.71926122614246
181500.0,-63.2253505761054,-64.80197057930965,-66.1959509443476
182000.0,-63.20496792575439,-64.70295999440552,-66.15781576689119
182500.0,-65.52859006576952,-65.9306912472168,-66.71077584000915
183000.0,-65.91586042243871,-65.35642985477281,-66.29128888798863
183500.0,-68.03565605894374,-67.1584225000281,-67.2637359131271
184000.0,-65.4878247650675,-65.67326372646605,-66.71077584000915
184500.0,-63.99989128944378,-64.5445430585589,-65.62392328250144
